Resolver IP,Last Event Date,Attempted Rankings,Successful Rankings,Top 10 Count,Top 25 Count,Top 50 Count,Top 75 Count,Top 100 Count,Top 200 Count
196.40.15.199,2020-01-28,727902,1369,71,115,170,143,151,719
196.41.0.10,2020-01-31,727902,5135,1855,655,244,240,297,1844
196.41.0.11,2020-01-31,727902,4055,1600,544,208,214,239,1250
196.41.126.4,2020-01-31,727902,2116,218,342,248,210,204,894
196.41.225.10,2020-01-28,727902,56064,218,359,876,1862,4393,48356
196.41.225.11,2020-01-30,727902,52149,200,316,845,1807,4177,44804
196.43.34.190,2020-01-31,727902,2265,375,454,263,212,190,771
196.43.38.190,2020-01-30,727902,2324,560,423,198,212,204,727
196.43.42.190,2020-01-31,727902,2257,559,406,181,202,166,743
196.43.45.190,2020-01-30,727902,2275,455,468,217,208,167,760
196.43.46.190,2020-01-31,727902,2255,445,467,226,185,186,746
196.43.50.190,2020-01-30,727902,2261,501,450,184,196,170,760
196.43.53.190,2020-01-27,727902,2275,379,541,191,209,189,766
196.43.54.190,2020-01-30,727902,2250,356,511,212,199,211,761
196.46.192.21,2020-01-31,727902,1573,81,131,208,192,208,753
196.46.192.26,2020-01-31,727902,1552,81,137,181,186,180,787
196.192.4.4,2020-01-31,727902,1821,198,143,203,208,210,859
196.192.4.5,2020-01-24,727902,1714,110,128,214,181,208,873
196.200.102.1,2020-01-31,727902,1722,81,121,199,194,181,946
196.200.102.2,2020-01-26,727902,1722,73,133,195,199,217,905
196.201.34.5,2020-01-31,727902,1581,76,122,202,187,199,795
196.201.244.6,2020-01-31,727902,23173,716,527,639,822,1604,18865
196.203.251.8,2020-01-31,727902,4067,252,200,290,284,304,2737
196.207.15.42,2020-01-28,727902,12397,112,247,778,1130,1326,8804
196.207.15.43,2020-01-28,727902,7611,111,288,740,1057,1049,4366
196.207.32.69,2020-01-30,727902,2065,228,296,208,212,207,914
196.207.32.83,2020-01-31,727902,2295,461,296,192,192,214,940
196.207.35.29,2020-01-31,727902,2328,211,540,202,214,226,935
196.207.35.30,2020-01-27,727902,2186,176,501,243,213,199,854
196.207.36.251,2020-01-28,727902,2641,398,398,236,245,233,1131
196.207.36.254,2020-01-31,727902,2251,333,360,221,209,188,940
196.207.40.165,2020-01-28,727902,2025,193,397,246,169,208,812
196.207.40.167,2020-01-28,727902,2316,230,464,271,193,206,952
198.6.1.1,2020-01-31,727902,271746,2717,10102,25571,27499,43481,162376
198.6.1.2,2020-01-31,727902,288823,3523,16809,35371,36318,39275,157527
198.6.1.3,2020-01-31,727902,318453,5967,15538,35134,39514,41815,180485
198.6.1.4,2020-01-31,727902,320811,5972,15868,35496,39713,42126,181636
198.6.1.5,2020-01-31,727902,292785,3885,16690,36330,39705,40572,155603
198.6.1.6,2020-01-31,727902,276976,3127,12338,27448,27218,43059,163786
198.6.1.122,2020-01-31,727902,204358,1279,6354,22844,28285,27599,117997
198.6.1.142,2020-01-31,727902,301973,2384,8606,29804,32091,51483,177605
198.6.1.146,2020-01-31,727902,269835,2718,9981,25082,28092,44950,159012
198.6.1.195,2020-01-31,727902,311832,2848,10010,30665,32797,52361,183151
198.32.2.10,2020-01-29,727902,31876,143,379,2056,4349,4724,20225
198.53.64.7,2020-01-29,727902,1468,79,104,180,185,167,753
198.59.115.2,2020-01-31,727902,13510,172,401,751,1238,1696,9252
198.69.255.5,2020-01-27,727902,12132,105,166,493,1183,1282,8903
198.77.116.8,2020-01-29,727902,22644,168,437,1727,3141,3559,13612
198.77.116.12,2020-01-31,727902,22669,183,430,1669,3115,3531,13741
198.77.116.221,2020-01-31,727902,1384,69,97,193,167,173,685
198.77.116.223,2020-01-31,727902,1444,83,101,166,169,203,722
198.77.116.225,2020-01-24,727902,1441,70,107,180,199,192,693
198.77.116.227,2020-01-31,727902,1481,73,98,152,192,189,777
198.82.247.34,2020-01-31,727902,271702,558,2254,11313,27122,36917,193538
198.133.214.6,2020-01-30,727902,14805,139,555,3574,3423,1589,5525
198.142.0.51,2020-01-31,727902,9603,1797,1564,3205,1254,369,1414
198.144.32.20,2020-01-31,727902,24544,227,284,867,1585,2627,18954
198.144.192.2,2020-01-31,727902,22382,222,797,2708,2728,3961,11966
198.144.192.4,2020-01-31,727902,17318,190,569,1964,2317,3396,8882
198.146.10.4,2020-01-31,727902,2701,75,125,214,248,260,1779
198.153.192.1,2020-01-31,727902,524129,42744,93693,150839,94976,52839,89038
198.153.194.1,2020-01-31,727902,501501,34718,83617,124184,95004,55591,108387
198.162.96.13,2020-01-31,727902,1456,80,93,165,165,171,782
198.164.4.2,2020-01-31,727902,3873,462,144,310,373,436,2148
198.164.30.2,2020-01-30,727902,3776,442,143,281,363,448,2099
198.164.30.62,2020-01-24,727902,1409,68,95,173,166,191,716
198.176.174.181,2020-01-25,727902,16219,234,1333,3174,1822,1475,8181
198.176.174.189,2020-01-31,727902,14925,182,964,3222,1675,1329,7553
198.188.2.69,2020-01-31,727902,62579,710,2574,6683,9971,9028,33613
198.190.226.3,2020-01-31,727902,34043,315,498,1598,2472,3812,25348
198.202.75.26,2020-01-22,727902,19727,364,426,1002,3420,2953,11562
198.207.23.50,2020-01-27,727902,1515,90,131,165,211,186,732
198.235.216.130,2020-01-28,727902,2311,113,188,307,261,269,1173
198.235.216.131,2020-01-31,727902,2464,116,181,323,254,269,1321
198.238.208.2,2020-01-30,727902,4704,244,402,476,537,431,2614
199.2.252.10,2020-01-31,727902,477325,29576,80161,106104,59800,39368,162316
199.9.64.130,2020-01-31,727902,1661,76,105,179,214,203,884
199.17.176.2,2020-01-31,727902,1536,70,119,170,210,188,779
199.44.2.10,2020-01-31,727902,3731,183,325,558,423,360,1882
199.44.194.2,2020-01-31,727902,146581,880,5792,10941,10530,11479,106959
199.45.32.37,2020-01-31,727902,151656,4579,6020,14384,22780,20947,82946
199.45.32.38,2020-01-31,727902,151832,4658,6127,14619,22692,20940,82796
199.45.32.40,2020-01-31,727902,152021,4696,6053,14751,22882,20959,82680
199.45.32.43,2020-01-31,727902,151580,4655,5875,14552,22796,21120,82582
199.52.8.42,2020-01-31,727902,52126,375,1553,5373,6970,7950,29905
199.89.128.83,2020-01-29,727902,2928,342,129,268,291,321,1577
199.103.16.5,2020-01-31,727902,130195,1949,7153,17512,18187,16784,68610
199.166.6.2,2020-01-31,727902,264251,1056,9004,9092,14152,23045,207902
199.166.31.3,2020-01-31,727902,2655,154,194,360,426,330,1191
199.166.210.5,2020-01-31,727902,6292,103,493,1224,497,424,3551
199.181.164.1,2020-01-29,727902,6633,456,554,725,564,453,3881
199.185.220.36,2020-01-31,727902,4287,984,272,959,476,325,1271
199.190.151.1,2020-01-30,727902,3747,102,133,280,341,400,2491
199.190.151.2,2020-01-31,727902,3795,100,160,249,367,421,2498
199.195.113.72,2020-01-31,727902,1611,103,106,204,198,179,821
199.197.3.30,2020-01-28,727902,11992,130,228,751,1823,2993,6067
199.199.151.220,2020-01-31,727902,5928,205,147,315,418,463,4380
199.202.105.108,2020-01-31,727902,11544,413,689,1301,1301,1012,6828
199.224.127.78,2020-01-31,727902,39080,198,383,1573,2957,5022,28947
199.233.67.2,2020-01-31,727902,1538,74,115,207,185,175,782
199.234.65.250,2020-01-31,727902,12490,160,159,388,697,1082,10004
199.234.69.158,2020-01-30,727902,24844,176,220,656,1782,3054,18956
199.249.18.1,2020-01-31,727902,208380,328,982,3925,9415,18381,175349
199.249.19.1,2020-01-31,727902,231107,306,899,4035,10115,21518,194234
199.249.19.2,2020-01-28,727902,107959,217,604,2516,6291,10934,87397
199.250.21.21,2020-01-31,727902,1510,86,105,220,186,203,710
200.1.156.11,2020-01-31,727902,1866,79,126,197,199,224,1041
200.1.157.10,2020-01-30,727902,1656,73,102,209,200,190,882
200.1.157.11,2020-01-31,727902,1884,83,127,202,222,221,1029
200.1.159.58,2020-01-31,727902,1472,141,114,171,167,183,696
200.2.162.14,2020-01-31,727902,1533,89,135,173,180,183,773
200.3.176.1,2020-01-30,727902,2870,96,163,236,316,344,1715
200.9.115.2,2020-01-29,727902,26122,299,550,2036,3052,3236,16949
200.10.122.10,2020-01-30,727902,2649,816,456,202,175,194,806
200.10.122.11,2020-01-28,727902,2632,831,431,205,223,193,749
200.11.248.11,2020-01-31,727902,1497,60,122,178,161,193,783
200.12.63.10,2020-01-29,727902,28008,248,993,2586,3557,3482,17142
200.12.232.4,2020-01-28,727902,1667,144,128,183,182,199,831
200.13.224.3,2020-01-27,727902,1518,77,113,198,177,201,752
200.13.224.8,2020-01-31,727902,1523,67,100,184,200,193,779
200.19.215.1,2020-01-31,727902,7512,3328,2204,306,267,262,1145
200.20.0.18,2020-01-31,727902,2037,426,237,206,182,204,782
200.23.242.193,2020-01-31,727902,3491,1631,397,246,220,207,790
200.23.242.201,2020-01-30,727902,3327,1357,480,272,238,207,773
200.24.191.11,2020-01-31,727902,1584,157,113,173,172,187,782
200.24.191.12,2020-01-29,727902,2385,197,129,164,194,206,1495
200.24.208.2,2020-01-28,727902,3140,258,803,497,240,234,1108
200.25.144.1,2020-01-31,727902,1624,149,130,185,186,190,784
200.29.96.22,2020-01-31,727902,1444,89,107,186,188,195,679
200.29.96.23,2020-01-31,727902,1471,81,102,190,181,189,728
200.29.96.24,2020-01-31,727902,8879,208,276,348,461,613,6973
200.29.96.27,2020-01-30,727902,1473,86,114,212,178,186,697
200.30.64.2,2020-01-31,727902,2514,279,180,262,245,256,1292
200.30.155.190,2020-01-30,727902,5804,122,204,652,1025,889,2912
200.31.6.34,2020-01-24,727902,1538,81,111,175,205,211,755
200.31.43.33,2020-01-31,727902,1816,190,167,215,194,185,865
200.32.218.132,2020-01-31,727902,12633,215,629,2069,2341,1627,5752
200.32.248.1,2020-01-31,727902,13158,280,813,2504,2447,1517,5597
200.33.146.193,2020-01-31,727902,2954,1173,223,263,233,228,834
200.33.146.201,2020-01-31,727902,2945,1066,274,288,252,232,833
200.33.146.209,2020-01-29,727902,3468,1382,410,282,260,260,874
200.33.146.217,2020-01-31,727902,1490,67,123,186,196,178,740
200.33.146.241,2020-01-31,727902,2518,183,498,398,266,237,936
200.33.146.249,2020-01-31,727902,2660,332,606,355,287,243,837
200.33.148.193,2020-01-31,727902,3485,1197,663,260,292,220,853
200.33.148.201,2020-01-29,727902,3357,966,765,264,268,245,849
200.33.209.66,2020-01-28,727902,1419,84,116,158,181,162,718
200.33.213.66,2020-01-30,727902,1588,158,98,193,200,201,738
200.35.65.3,2020-01-31,727902,1507,86,110,177,190,195,749
200.35.65.4,2020-01-29,727902,1507,88,106,189,174,215,735
200.35.174.126,2020-01-31,727902,78965,233,904,3435,6681,8978,58734
200.35.174.127,2020-01-31,727902,79820,235,926,3582,6772,9154,59151
200.36.160.237,2020-01-29,727902,9930,241,296,485,663,902,7343
200.38.100.210,2020-01-25,727902,3611,173,338,315,292,349,2144
200.39.10.1,2020-01-31,727902,1775,82,147,172,200,230,944
200.40.30.245,2020-01-30,727902,1580,193,113,183,171,177,743
200.40.220.245,2020-01-31,727902,1625,207,114,168,168,172,796
200.42.0.108,2020-01-31,727902,2197,672,136,197,186,231,775
200.42.0.109,2020-01-30,727902,2024,501,146,189,206,203,779
200.43.2.6,2020-01-31,727902,1528,87,113,194,195,171,768
200.43.29.2,2020-01-31,727902,3885,842,1026,288,285,297,1147
200.43.31.6,2020-01-28,727902,1447,62,97,171,217,178,722
200.43.113.2,2020-01-31,727902,4895,1060,1296,306,348,304,1581
200.43.113.3,2020-01-22,727902,2254,254,589,206,197,199,809
200.44.32.10,2020-01-31,727902,1442,61,106,173,186,184,732
200.44.32.12,2020-01-31,727902,2285,805,134,197,177,202,770
200.44.32.13,2020-01-29,727902,2195,643,129,213,202,223,785
200.45.0.115,2020-01-31,727902,1501,56,108,195,206,199,737
200.45.0.116,2020-01-30,727902,1461,62,109,181,159,195,755
200.45.191.35,2020-01-31,727902,1942,553,126,190,181,195,697
200.45.191.40,2020-01-30,727902,1938,539,123,170,192,178,736
200.48.225.130,2020-01-28,727902,2097,649,126,207,179,173,763
200.48.225.146,2020-01-22,727902,2095,660,116,213,192,198,716
200.49.156.3,2020-01-31,727902,1674,203,124,205,209,175,758
200.49.156.7,2020-01-31,727902,1615,214,108,181,179,168,765
200.49.156.8,2020-01-30,727902,1653,214,105,168,195,204,767
200.49.159.69,2020-01-31,727902,1630,88,113,207,195,206,821
200.49.160.31,2020-01-28,727902,68656,413,1534,5679,8621,8686,43723
200.49.160.35,2020-01-31,727902,67339,374,1447,5482,8334,8558,43144
200.49.161.131,2020-01-31,727902,1454,74,115,180,184,171,730
200.51.211.7,2020-01-31,727902,1470,196,97,185,180,176,636
200.51.212.7,2020-01-22,727902,1491,112,115,167,176,162,759
200.51.254.251,2020-01-31,727902,1378,66,99,154,178,189,692
200.52.12.131,2020-01-31,727902,1539,165,100,170,177,178,749
200.52.12.132,2020-01-31,727902,1541,127,118,216,182,179,719
200.54.0.10,2020-01-30,727902,6037,2083,1395,312,305,308,1634
200.55.128.3,2020-01-29,727902,1502,86,104,187,205,192,728
200.55.128.4,2020-01-30,727902,1443,85,107,158,179,188,726
200.56.224.11,2020-01-31,727902,204670,946,1845,8298,17376,18000,158205
200.57.2.108,2020-01-31,727902,110383,1357,1083,1686,2895,6052,97310
200.57.7.61,2020-01-31,727902,184331,1885,1772,6204,14673,16962,142835
200.57.64.66,2020-01-30,727902,2813,273,216,248,252,300,1524
200.57.64.85,2020-01-31,727902,3038,321,230,229,281,303,1674
200.57.64.86,2020-01-31,727902,3093,320,211,285,267,310,1700
200.57.157.176,2020-01-22,727902,1510,79,107,189,194,190,751
200.57.157.238,2020-01-31,727902,1519,81,92,189,211,182,764
200.58.72.77,2020-01-30,727902,1672,98,139,218,176,202,839
200.58.72.78,2020-01-31,727902,1708,124,143,207,214,201,819
200.58.141.65,2020-01-29,727902,1428,71,112,193,145,187,720
200.58.141.66,2020-01-30,727902,1905,173,334,193,195,196,814
200.59.233.249,2020-01-29,727902,2258,142,661,236,228,189,802
200.61.224.35,2020-01-31,727902,4631,1193,1145,332,291,249,1421
200.62.64.1,2020-01-31,727902,16986,315,196,451,753,1300,13971
200.62.64.65,2020-01-30,727902,6902,294,167,392,503,659,4887
200.62.191.11,2020-01-29,727902,3216,209,110,196,198,284,2219
200.62.191.12,2020-01-29,727902,1492,169,111,166,168,179,699
200.63.192.1,2020-01-31,727902,1496,138,89,185,185,179,720
200.63.212.1,2020-01-30,727902,1497,128,106,183,185,176,719
200.66.96.1,2020-01-31,727902,44310,539,386,897,1715,3359,37414
200.68.32.180,2020-01-30,727902,1433,61,110,190,179,182,711
200.68.32.181,2020-01-31,727902,1421,60,94,162,165,201,739
200.69.193.1,2020-01-30,727902,7975,3216,1156,500,474,472,2157
200.69.193.2,2020-01-31,727902,54119,24909,6178,2474,2186,2568,15804
200.73.96.146,2020-01-28,727902,3611,98,169,301,472,503,2068
200.73.96.162,2020-01-29,727902,1479,82,115,165,162,168,787
200.75.51.132,2020-01-28,727902,5494,263,264,416,505,628,3418
200.75.51.133,2020-01-29,727902,8092,348,256,449,514,641,5884
200.75.78.78,2020-01-29,727902,1432,64,95,174,164,207,728
200.76.5.147,2020-01-25,727902,6682,142,368,349,449,530,4844
200.80.194.18,2020-01-31,727902,2536,497,458,212,225,214,930
200.80.195.18,2020-01-25,727902,1426,72,102,177,182,197,696
200.82.134.7,2020-01-27,727902,1743,268,111,209,190,210,755
200.82.134.8,2020-01-29,727902,1747,305,125,194,178,207,738
200.83.1.4,2020-01-29,727902,1780,373,113,179,165,192,758
200.83.1.5,2020-01-28,727902,1745,374,79,183,173,204,732
200.85.32.2,2020-01-30,727902,1512,120,132,180,207,173,700
200.85.32.3,2020-01-30,727902,1601,134,144,199,190,187,747
200.85.96.100,2020-01-30,727902,1961,217,343,193,218,211,779
200.85.96.101,2020-01-31,727902,1904,205,365,200,200,214,720
200.85.160.2,2020-01-27,727902,1383,80,76,183,168,182,694
200.88.127.22,2020-01-31,727902,25816,324,376,1347,2256,2600,18913
200.88.127.23,2020-01-29,727902,31902,406,452,1708,2721,3196,23419
200.90.132.200,2020-01-30,727902,6396,487,652,591,531,691,3444
200.91.75.5,2020-01-31,727902,1657,215,118,186,190,185,763
200.94.26.115,2020-01-31,727902,21479,465,555,1130,2088,2598,14643
200.95.144.3,2020-01-31,727902,60043,613,448,990,1736,3193,53063
200.107.10.52,2020-01-30,727902,1992,177,117,205,196,235,1062
200.107.60.58,2020-01-24,727902,1938,178,122,203,223,235,977
200.113.223.7,2020-01-31,727902,2055,93,128,232,256,293,1053
200.115.128.10,2020-01-31,727902,1556,143,90,195,204,185,739
200.118.2.18,2020-01-29,727902,1741,270,119,180,171,174,827
200.118.2.66,2020-01-31,727902,1796,251,108,174,210,213,840
200.118.2.88,2020-01-29,727902,57963,881,393,1059,1892,3446,50292
200.147.255.101,2020-01-30,727902,4978,2735,534,254,215,226,1014
200.149.55.104,2020-01-28,727902,1493,72,109,183,187,181,761
200.149.55.140,2020-01-31,727902,8501,6347,385,298,253,236,982
200.149.55.142,2020-01-31,727902,8533,6496,332,271,254,263,917
200.165.132.147,2020-01-31,727902,8414,6162,445,311,258,266,972
200.165.132.154,2020-01-31,727902,7933,5331,945,249,227,245,936
200.167.216.14,2020-01-28,727902,1450,80,113,190,174,183,710
200.167.216.15,2020-01-29,727902,1455,67,136,155,186,181,730
200.169.126.15,2020-01-31,727902,1459,83,111,171,189,185,720
200.174.144.14,2020-01-31,727902,1445,81,117,180,194,186,687
200.174.144.15,2020-01-30,727902,1484,121,120,191,182,197,673
200.175.5.139,2020-01-31,727902,6159,4575,232,214,181,194,763
200.175.89.139,2020-01-31,727902,6261,4651,244,186,177,188,815
200.175.182.139,2020-01-31,727902,6102,4648,193,194,166,198,703
200.176.2.10,2020-01-28,727902,19736,14913,2129,478,462,375,1379
200.176.2.12,2020-01-24,727902,23081,17679,2420,617,491,426,1448
200.185.6.163,2020-01-28,727902,1423,63,99,171,181,183,726
200.186.100.10,2020-01-29,727902,1433,54,114,186,180,172,727
200.187.80.5,2020-01-30,727902,1519,122,107,173,184,171,762
200.187.80.6,2020-01-28,727902,1479,116,100,164,177,176,746
200.199.201.23,2020-01-30,727902,2016,211,519,201,185,185,715
200.202.17.1,2020-01-31,727902,5622,3786,459,249,193,199,736
200.202.93.75,2020-01-31,727902,1446,69,105,177,192,173,730
200.204.0.10,2020-01-28,727902,5919,3832,250,257,278,296,1006
200.204.0.138,2020-01-31,727902,5850,3823,252,264,246,241,1024
200.205.125.58,2020-01-30,727902,1473,67,116,181,204,184,721
200.219.150.4,2020-01-27,727902,7761,4597,1306,301,266,244,1047
200.219.150.5,2020-01-31,727902,7763,4719,1192,296,260,241,1055
200.221.11.100,2020-01-31,727902,28205,20843,1959,723,488,548,3644
200.221.11.101,2020-01-31,727902,23099,17760,1194,510,414,426,2795
200.242.131.6,2020-01-31,727902,1438,72,120,168,180,155,743
200.250.77.85,2020-01-31,727902,1383,66,102,173,157,173,712
200.250.77.87,2020-01-29,727902,1411,72,110,157,168,172,732
200.252.98.162,2020-01-30,727902,1409,53,113,179,183,184,697
200.255.242.4,2020-01-25,727902,1440,64,97,163,178,202,736
201.6.0.102,2020-01-31,727902,3768,2143,151,186,214,209,865
201.6.0.118,2020-01-25,727902,1636,189,92,183,197,192,783
201.10.1.2,2020-01-30,727902,6240,4108,599,246,227,220,840
201.10.4.2,2020-01-30,727902,1515,74,121,188,178,180,774
201.10.120.2,2020-01-31,727902,6050,4326,298,201,220,214,791
201.10.120.3,2020-01-30,727902,6128,4433,287,207,215,205,781
201.10.124.3,2020-01-31,727902,1384,54,100,155,172,171,732
201.10.128.2,2020-01-31,727902,6005,3764,761,199,213,184,884
201.10.128.3,2020-01-31,727902,6171,3897,791,218,202,206,857
201.17.0.19,2020-01-28,727902,1649,154,107,227,186,193,782
201.17.128.14,2020-01-29,727902,2076,521,241,177,192,187,758
201.17.128.15,2020-01-31,727902,1956,498,227,179,158,172,722
201.17.128.23,2020-01-28,727902,1475,77,132,202,183,156,725
201.35.68.130,2020-01-30,727902,5047,1057,2294,277,231,248,940
201.117.66.4,2020-01-31,727902,3253,274,155,280,320,361,1863
201.144.5.42,2020-01-27,727902,2362,137,226,272,256,257,1214
201.144.5.43,2020-01-28,727902,2238,131,225,226,247,237,1172
201.161.6.46,2020-01-31,727902,51656,850,562,1295,2269,3757,42923
201.221.151.31,2020-01-30,727902,5546,362,439,659,559,470,3057
201.222.35.5,2020-01-25,727902,3399,87,103,256,318,377,2258
201.247.155.225,2020-01-30,727902,8035,290,220,593,868,1103,4961
201.247.157.225,2020-01-30,727902,8223,287,214,538,919,1121,5144
201.251.96.252,2020-01-26,727902,1546,93,212,161,154,185,741
202.3.208.11,2020-01-30,727902,1848,139,172,233,224,208,872
202.3.210.11,2020-01-31,727902,1464,81,106,196,187,164,730
202.3.225.115,2020-01-31,727902,1539,137,86,189,201,186,740
202.4.48.215,2020-01-31,727902,1460,73,91,156,185,204,751
202.4.48.216,2020-01-30,727902,1460,74,109,167,155,195,760
202.6.120.10,2020-01-28,727902,1423,76,102,166,169,167,743
202.6.233.11,2020-01-31,727902,1484,80,98,193,161,194,758
202.7.166.172,2020-01-31,727902,3769,768,914,715,262,218,892
202.7.166.178,2020-01-31,727902,3641,923,973,488,227,221,809
202.12.144.10,2020-01-31,727902,3972,544,751,944,602,262,869
202.14.67.4,2020-01-31,727902,31978,1587,4052,8304,6786,3887,7362
202.14.67.14,2020-01-29,727902,33398,1930,4616,8956,6814,3781,7301
202.20.93.10,2020-01-29,727902,1427,71,91,162,180,184,739
202.22.131.28,2020-01-31,727902,1441,111,88,177,179,193,693
202.22.156.17,2020-01-30,727902,1537,108,105,201,172,201,750
202.27.77.100,2020-01-31,727902,9077,214,720,734,2186,1351,3872
